JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 0, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 1, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 2, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 3, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 4, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 5, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 6, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 7, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 8, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 9, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 10, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 11, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 12, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 13, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 14, locret_grad_norm=0.0005
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 15, locret_grad_norm=0.0026
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 16, locret_grad_norm=0.0121
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 17, locret_grad_norm=0.0075
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 18, locret_grad_norm=0.0007
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 19, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 20, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 21, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 22, locret_grad_norm=0.0000
