timestamp,gpu_memory_mb
11.884143590927124,0.0
11.985263347625732,0.0
12.085430145263672,0.0
12.185797214508057,0.0
12.285964250564575,0.0
12.392423391342163,0.0
12.492581367492676,0.0
12.592749118804932,0.0
12.69291353225708,0.0
12.793068170547485,0.0
12.893309116363525,0.0
12.999459266662598,0.0
13.099661588668823,0.0
13.199823141098022,0.0
13.299975156784058,0.0
13.400135278701782,0.0
13.500277042388916,0.0
13.600437641143799,0.0
13.705717086791992,0.0
13.8112633228302,0.0
13.91143012046814,0.0
14.011581420898438,0.0
14.1117422580719,0.0
14.211974620819092,0.0
14.312136173248291,0.0
14.412303447723389,0.0
14.51242995262146,0.0
14.612568616867065,0.0
14.71777868270874,0.0
14.825418710708618,0.0
14.93179726600647,0.0
15.031973600387573,0.0
15.132221698760986,0.0
15.232389211654663,0.0
15.332517147064209,0.0
15.432678461074829,0.0
15.53282117843628,0.0
15.633116245269775,0.0
15.738538980484009,0.0
15.838696241378784,0.0
15.9388427734375,0.0
16.039204359054565,0.0
16.139324188232422,0.0
16.244699954986572,0.0
16.344861268997192,0.0
16.445212841033936,0.0
16.545574426651,0.0
16.65081214904785,0.0
16.750966548919678,0.0
16.919198274612427,0.0
17.019570112228394,0.0
17.119876384735107,0.0
17.219987869262695,0.0
17.325331926345825,0.0
17.42549157142639,0.0
17.525651693344116,0.0
17.62581181526184,0.0
17.725971221923828,0.0
17.826128244400024,0.0
17.92628812789917,0.0
18.026451349258423,0.0
18.12661337852478,0.0
18.226778745651245,0.0
18.326940298080444,0.0
18.427107334136963,0.0
18.527273178100586,0.0
18.627644300460815,0.0
18.72776198387146,0.0
18.827933073043823,0.0
18.92808747291565,0.0
19.4658203125,0.0
19.56598210334778,0.0
19.666135549545288,0.0
19.7662935256958,0.0
19.866442680358887,0.0
19.966588258743286,0.0
20.066739559173584,0.0
20.166911125183105,0.0
20.26706862449646,0.0
20.367228031158447,0.0
20.46738886833191,0.0
20.56761074066162,0.0
20.667773485183716,0.0
20.76793885231018,0.0
20.86810064315796,0.0
20.968262195587158,0.0
21.0686252117157,0.0
21.16875648498535,0.0
21.269550561904907,0.0
21.382087469100952,0.0
21.955570936203003,0.0
22.0557599067688,0.0
22.155921697616577,0.0
22.25607419013977,0.0
22.356244802474976,0.0
22.456395864486694,0.0
22.556527614593506,0.0
22.65689754486084,0.0
22.757221698760986,0.0
22.85735011100769,0.0
22.96470546722412,0.0
23.06486439704895,0.0
23.165024995803833,0.0
23.26518416404724,0.0
23.365341186523438,0.0
23.46548843383789,0.0
23.565608978271484,0.0
23.66574263572693,0.0
23.76598072052002,0.0
23.866352081298828,0.0
23.966686010360718,0.0
24.074962377548218,0.0
24.182641983032227,0.0
24.287874460220337,0.0
24.394330263137817,0.0
24.49456810951233,0.0
24.594738483428955,0.0
24.694916248321533,0.0
24.79508066177368,0.0
24.89542841911316,0.0
25.000728368759155,0.0
25.100889921188354,0.0
25.201047897338867,0.0
25.30120587348938,0.0
25.401366472244263,0.0
25.501543283462524,0.0
25.601705312728882,0.0
25.702019691467285,0.0
25.802374124526978,0.0
25.902531385421753,0.0
26.009174823760986,0.0
26.134981632232666,0.0
26.235148191452026,0.0
26.335312843322754,0.0
26.435462713241577,0.0
26.53559184074402,0.0
26.63619899749756,0.0
26.736380577087402,0.0
26.836524963378906,0.0
26.93691897392273,0.0
27.037280797958374,0.0
27.137397527694702,0.0
27.237597942352295,0.0
27.337753534317017,0.0
27.437912225723267,0.0
27.538060665130615,0.0
27.63839101791382,0.0
27.74375081062317,0.0
27.853749990463257,0.0
27.95392680168152,0.0
28.05408525466919,0.0
28.15424346923828,0.0
28.2544002532959,0.0
28.354562282562256,0.0
28.45472550392151,0.0
28.554890632629395,0.0
28.655054807662964,0.0
28.755215644836426,0.0
28.85558533668518,0.0
28.9557044506073,0.0
29.055944204330444,0.0
29.161941051483154,0.0
29.2950599193573,0.0
29.407090187072754,0.0
29.512420415878296,0.0
29.62022590637207,0.0
29.7204270362854,0.0
29.820597887039185,0.0
29.92074465751648,0.0
30.020907402038574,0.0
30.121018171310425,0.0
30.221171617507935,0.0
30.32934808731079,0.0
30.429511547088623,0.0
30.529669761657715,0.0
30.629827737808228,0.0
30.729947805404663,0.0
30.830098628997803,0.0
30.936290740966797,0.0
31.036448001861572,0.0
31.13659930229187,0.0
31.236757516860962,0.0
31.336862564086914,0.0
31.443419694900513,0.0
31.69558310508728,0.0
31.795734643936157,0.0
31.895891189575195,0.0
31.996042013168335,0.0
32.09614706039429,0.0
32.19630765914917,0.0
32.30240774154663,0.0
32.411051511764526,0.0
32.5265109539032,0.0
32.62676501274109,0.0
32.72692918777466,0.0
32.82728981971741,0.0
32.928112745285034,0.0
33.02825427055359,0.0
33.12840509414673,0.0
33.22856879234314,0.0
33.32867622375488,0.0
33.4343159198761,0.0
33.53447484970093,0.0
33.63463759422302,0.0
33.73479723930359,0.0
33.8349494934082,0.0
33.93508839607239,0.0
34.03522729873657,0.0
34.135369062423706,0.0
34.235532999038696,0.0
34.33563685417175,0.0
34.43580389022827,0.0
34.535938024520874,0.0
34.648234367370605,0.0
34.75786995887756,0.0
34.86514091491699,0.0
34.96529793739319,0.0
35.0654673576355,0.0
35.165621519088745,0.0
35.26578068733215,0.0
35.36593747138977,0.0
35.46609282493591,0.0
35.566250801086426,0.0
35.66641688346863,0.0
35.76657795906067,0.0
35.866732597351074,0.0
35.96689486503601,0.0
36.06705617904663,0.0
36.167216300964355,0.0
36.267374992370605,0.0
36.36754870414734,0.0
36.467684507369995,0.0
36.56781792640686,0.0
36.6679892539978,0.0
36.76812505722046,0.0
36.86826252937317,0.0
36.96839880943298,0.0
37.06853413581848,0.0
37.16868305206299,0.0
37.268855810165405,0.0
37.36902475357056,0.0
37.46916151046753,0.0
37.569403648376465,0.0
37.669777631759644,0.0
37.770042419433594,0.0
37.87027192115784,0.0
37.97048830986023,0.0
38.07063961029053,0.0
38.17704939842224,0.0
38.296332120895386,0.0
38.41355609893799,0.0
38.52652311325073,0.0
38.63459396362305,0.0
38.74818682670593,0.0
38.86525559425354,0.0
38.98232841491699,0.0
39.0909321308136,0.0
39.20215153694153,0.0
39.30893611907959,0.0
